geneid                                                       tseintronbegin       tseintronend        
LseymouriATCC30220_Lsey_0447_8                               0                    0                   
LseymouriATCC30220_Lsey_0447_9                               0                    0                   
LseymouriATCC30220_Lsey_0447_10                              0                    0                   
LseymouriATCC30220_Lsey_0447_11                              0                    0                   
LseymouriATCC30220_Lsey_0424_12                              0                    0                   
LseymouriATCC30220_Lsey_0403_13                              2759                 2769                
LseymouriATCC30220_Lsey_0403_14                              0                    0                   
LseymouriATCC30220_Lsey_0403_15                              0                    0                   
LseymouriATCC30220_Lsey_0403_16                              0                    0                   
LseymouriATCC30220_Lsey_0387_17                              0                    0                   
LseymouriATCC30220_Lsey_0387_18                              0                    0                   
LseymouriATCC30220_Lsey_0387_19                              0                    0                   
LseymouriATCC30220_Lsey_0385_20                              0                    0                   
LseymouriATCC30220_Lsey_0376_21                              0                    0                   
LseymouriATCC30220_Lsey_0360_22                              0                    0                   
LseymouriATCC30220_Lsey_0354_23                              0                    0                   
LseymouriATCC30220_Lsey_0340_24                              0                    0                   
LseymouriATCC30220_Lsey_0340_25                              0                    0                   
LseymouriATCC30220_Lsey_0340_26                              0                    0                   
LseymouriATCC30220_Lsey_0340_27                              0                    0                   
LseymouriATCC30220_Lsey_0327_28                              0                    0                   
LseymouriATCC30220_Lsey_0315_29                              0                    0                   
LseymouriATCC30220_Lsey_0305_30                              0                    0                   
LseymouriATCC30220_Lsey_0305_31                              0                    0                   
LseymouriATCC30220_Lsey_0305_32                              0                    0                   
LseymouriATCC30220_Lsey_0298_33                              0                    0                   
LseymouriATCC30220_Lsey_0298_34                              0                    0                   
LseymouriATCC30220_Lsey_0298_35                              0                    0                   
LseymouriATCC30220_Lsey_0298_36                              0                    0                   
LseymouriATCC30220_Lsey_0288_37                              0                    0                   
LseymouriATCC30220_Lsey_0210_38                              0                    0                   
LseymouriATCC30220_Lsey_0210_39                              0                    0                   
LseymouriATCC30220_Lsey_0202_40                              0                    0                   
LseymouriATCC30220_Lsey_0169_41                              0                    0                   
LseymouriATCC30220_Lsey_0168_42                              0                    0                   
LseymouriATCC30220_Lsey_0168_43                              0                    0                   
LseymouriATCC30220_Lsey_0130_44                              0                    0                   
LseymouriATCC30220_Lsey_0130_45                              0                    0                   
LseymouriATCC30220_Lsey_0130_46                              0                    0                   
LseymouriATCC30220_Lsey_0130_47                              0                    0                   
LseymouriATCC30220_Lsey_0109_48                              0                    0                   
LseymouriATCC30220_Lsey_0109_49                              0                    0                   
LseymouriATCC30220_Lsey_0109_50                              0                    0                   
LseymouriATCC30220_Lsey_0106_51                              0                    0                   
LseymouriATCC30220_Lsey_0106_52                              0                    0                   
LseymouriATCC30220_Lsey_0106_53                              0                    0                   
LseymouriATCC30220_Lsey_0106_54                              0                    0                   
LseymouriATCC30220_Lsey_0106_55                              0                    0                   
LseymouriATCC30220_Lsey_0104_56                              0                    0                   
LseymouriATCC30220_Lsey_0104_57                              0                    0                   
LseymouriATCC30220_Lsey_0104_58                              0                    0                   
LseymouriATCC30220_Lsey_0104_59                              0                    0                   
LseymouriATCC30220_Lsey_0099_60                              0                    0                   
LseymouriATCC30220_Lsey_0099_61                              0                    0                   
LseymouriATCC30220_Lsey_0079_62                              0                    0                   
LseymouriATCC30220_Lsey_0077_63                              0                    0                   
LseymouriATCC30220_Lsey_0073_64                              0                    0                   
LseymouriATCC30220_Lsey_0073_65                              0                    0                   
LseymouriATCC30220_Lsey_0073_66                              0                    0                   
LseymouriATCC30220_Lsey_0073_67                              0                    0                   
LseymouriATCC30220_Lsey_0069_68                              0                    0                   
LseymouriATCC30220_Lsey_0055_69                              0                    0                   
LseymouriATCC30220_Lsey_0053_70                              0                    0                   
LseymouriATCC30220_Lsey_0053_71                              0                    0                   
LseymouriATCC30220_Lsey_0053_72                              0                    0                   
LseymouriATCC30220_Lsey_0053_73                              0                    0                   
LseymouriATCC30220_Lsey_0053_74                              0                    0                   
LseymouriATCC30220_Lsey_0053_75                              0                    0                   
LseymouriATCC30220_Lsey_0053_76                              0                    0                   
LseymouriATCC30220_Lsey_0053_77                              0                    0                   
LseymouriATCC30220_Lsey_0053_78                              0                    0                   
LseymouriATCC30220_Lsey_0053_79                              0                    0                   
LseymouriATCC30220_Lsey_0051_80                              0                    0                   
LseymouriATCC30220_Lsey_0051_81                              0                    0                   
LseymouriATCC30220_Lsey_0050_82                              0                    0                   
LseymouriATCC30220_Lsey_0043_83                              0                    0                   
LseymouriATCC30220_Lsey_0043_84                              0                    0                   
LseymouriATCC30220_Lsey_0039_85                              0                    0                   
LseymouriATCC30220_Lsey_0034_86                              0                    0                   
LseymouriATCC30220_Lsey_0029_87                              0                    0                   
LseymouriATCC30220_Lsey_0029_88                              0                    0                   
LseymouriATCC30220_Lsey_0029_89                              0                    0                   
LseymouriATCC30220_Lsey_0029_90                              0                    0                   
LseymouriATCC30220_Lsey_0021_91                              0                    0                   
LseymouriATCC30220_Lsey_0018_92                              0                    0                   
LseymouriATCC30220_Lsey_0009_93                              0                    0                   
LseymouriATCC30220_Lsey_0009_94                              0                    0                   
LseymouriATCC30220_Lsey_0007_95                              0                    0                   
LseymouriATCC30220_Lsey_0007_96                              0                    0                   
LspMARLEM2494_LMARLEM2494_36_1                               476304               476294              
LspMARLEM2494_LMARLEM2494_36_2                               476784               476794              
LspMARLEM2494_LMARLEM2494_34_3                               1302006              1301996             
LspMARLEM2494_LMARLEM2494_36_4                               notfound             notfound            
LspMARLEM2494_LMARLEM2494_31_5                               notfound             notfound            
LspMARLEM2494_LMARLEM2494_23_6                               notfound             notfound            
LspMARLEM2494_LMARLEM2494_19_7                               notfound             notfound            
LspMARLEM2494_LMARLEM2494_15_8                               notfound             notfound            
LspMARLEM2494_LMARLEM2494_10_9                               notfound             notfound            
LspMARLEM2494_LMARLEM2494_SCAF000157_10                      0                    0                   
LspMARLEM2494_LMARLEM2494_SCAF000157_11                      0                    0                   
LspMARLEM2494_LMARLEM2494_36_12                              0                    0                   
LspMARLEM2494_LMARLEM2494_36_13                              0                    0                   
LspMARLEM2494_LMARLEM2494_36_14                              0                    0                   
LspMARLEM2494_LMARLEM2494_36_15                              0                    0                   
LspMARLEM2494_LMARLEM2494_36_16                              0                    0                   
LspMARLEM2494_LMARLEM2494_36_17                              0                    0                   
LspMARLEM2494_LMARLEM2494_36_18                              0                    0                   
LspMARLEM2494_LMARLEM2494_36_19                              0                    0                   
LspMARLEM2494_LMARLEM2494_36_20                              0                    0                   
LspMARLEM2494_LMARLEM2494_36_21                              0                    0                   
LspMARLEM2494_LMARLEM2494_36_22                              0                    0                   
LspMARLEM2494_LMARLEM2494_34_23                              0                    0                   
LspMARLEM2494_LMARLEM2494_34_24                              0                    0                   
LspMARLEM2494_LMARLEM2494_34_25                              0                    0                   
LspMARLEM2494_LMARLEM2494_34_26                              0                    0                   
LspMARLEM2494_LMARLEM2494_34_27                              0                    0                   
LspMARLEM2494_LMARLEM2494_34_28                              0                    0                   
LspMARLEM2494_LMARLEM2494_34_29                              0                    0                   
LspMARLEM2494_LMARLEM2494_34_30                              0                    0                   
LspMARLEM2494_LMARLEM2494_34_31                              0                    0                   
LspMARLEM2494_LMARLEM2494_33_32                              0                    0                   
LspMARLEM2494_LMARLEM2494_33_33                              0                    0                   
LspMARLEM2494_LMARLEM2494_33_34                              0                    0                   
LspMARLEM2494_LMARLEM2494_33_35                              0                    0                   
LspMARLEM2494_LMARLEM2494_31_36                              0                    0                   
LspMARLEM2494_LMARLEM2494_31_37                              0                    0                   
LspMARLEM2494_LMARLEM2494_31_38                              0                    0                   
LspMARLEM2494_LMARLEM2494_30_39                              0                    0                   
LspMARLEM2494_LMARLEM2494_29_40                              0                    0                   
LspMARLEM2494_LMARLEM2494_29_41                              0                    0                   
LspMARLEM2494_LMARLEM2494_24_42                              0                    0                   
LspMARLEM2494_LMARLEM2494_24_43                              0                    0                   
LspMARLEM2494_LMARLEM2494_24_44                              0                    0                   
LspMARLEM2494_LMARLEM2494_24_45                              0                    0                   
LspMARLEM2494_LMARLEM2494_24_46                              0                    0                   
LspMARLEM2494_LMARLEM2494_23_47                              0                    0                   
LspMARLEM2494_LMARLEM2494_23_48                              0                    0                   
LspMARLEM2494_LMARLEM2494_23_49                              0                    0                   
LspMARLEM2494_LMARLEM2494_23_50                              0                    0                   
LspMARLEM2494_LMARLEM2494_23_51                              0                    0                   
LspMARLEM2494_LMARLEM2494_23_52                              0                    0                   
LspMARLEM2494_LMARLEM2494_23_53                              0                    0                   
LspMARLEM2494_LMARLEM2494_23_54                              0                    0                   
LspMARLEM2494_LMARLEM2494_23_55                              0                    0                   
LspMARLEM2494_LMARLEM2494_23_56                              0                    0                   
LspMARLEM2494_LMARLEM2494_21_57                              0                    0                   
LspMARLEM2494_LMARLEM2494_21_58                              0                    0                   
LspMARLEM2494_LMARLEM2494_21_59                              0                    0                   
LspMARLEM2494_LMARLEM2494_21_60                              0                    0                   
LspMARLEM2494_LMARLEM2494_17_61                              0                    0                   
LspMARLEM2494_LMARLEM2494_17_62                              0                    0                   
LspMARLEM2494_LMARLEM2494_17_63                              0                    0                   
LspMARLEM2494_LMARLEM2494_16_64                              0                    0                   
LspMARLEM2494_LMARLEM2494_15_65                              0                    0                   
LspMARLEM2494_LMARLEM2494_15_66                              0                    0                   
LspMARLEM2494_LMARLEM2494_11_67                              0                    0                   
LspMARLEM2494_LMARLEM2494_11_68                              0                    0                   
LspMARLEM2494_LMARLEM2494_11_69                              0                    0                   
LspMARLEM2494_LMARLEM2494_11_70                              0                    0                   
LspMARLEM2494_LMARLEM2494_11_71                              0                    0                   
LspMARLEM2494_LMARLEM2494_11_72                              0                    0                   
LspMARLEM2494_LMARLEM2494_11_73                              0                    0                   
LspMARLEM2494_LMARLEM2494_10_74                              0                    0                   
LspMARLEM2494_LMARLEM2494_09_75                              0                    0                   
LspMARLEM2494_LMARLEM2494_09_76                              0                    0                   
LspMARLEM2494_LMARLEM2494_09_77                              0                    0                   
LspMARLEM2494_LMARLEM2494_09_78                              0                    0                   
LspMARLEM2494_LMARLEM2494_09_79                              0                    0                   
LspMARLEM2494_LMARLEM2494_09_80                              0                    0                   
LspMARLEM2494_LMARLEM2494_09_81                              0                    0                   
LspMARLEM2494_LMARLEM2494_09_82                              0                    0                   
LspMARLEM2494_LMARLEM2494_09_83                              0                    0                   
LspMARLEM2494_LMARLEM2494_07_84                              0                    0                   
LspMARLEM2494_LMARLEM2494_06_85                              0                    0                   
LspMARLEM2494_LMARLEM2494_05_86                              0                    0                   
LtarentolaeParrotTarII_LtaP34_1                              notfound             notfound            
LtarentolaeParrotTarII_LtaP33_2                              notfound             notfound            
LtarentolaeParrotTarII_LtaP33_3                              notfound             notfound            
LtarentolaeParrotTarII_LtaP32_4                              notfound             notfound            
LtarentolaeParrotTarII_LtaP31_5                              notfound             notfound            
LtarentolaeParrotTarII_LtaP28_6                              notfound             notfound            
LtarentolaeParrotTarII_LtaPctg04309_7                        0                    0                   
LtarentolaeParrotTarII_LtaPctg03035_8                        0                    0                   
LtarentolaeParrotTarII_LtaP36_9                              0                    0                   
LtarentolaeParrotTarII_LtaP36_10                             0                    0                   
LtarentolaeParrotTarII_LtaP36_11                             0                    0                   
LtarentolaeParrotTarII_LtaP36_12                             0                    0                   
LtarentolaeParrotTarII_LtaP36_13                             0                    0                   
LtarentolaeParrotTarII_LtaP36_14                             0                    0                   
LtarentolaeParrotTarII_LtaP36_15                             0                    0                   
LtarentolaeParrotTarII_LtaP36_16                             0                    0                   
LtarentolaeParrotTarII_LtaP36_17                             485647               485637              
LtarentolaeParrotTarII_LtaP35_18                             0                    0                   
LtarentolaeParrotTarII_LtaP35_19                             0                    0                   
LtarentolaeParrotTarII_LtaP34_20                             0                    0                   
LtarentolaeParrotTarII_LtaP34_21                             0                    0                   
LtarentolaeParrotTarII_LtaP34_22                             0                    0                   
LtarentolaeParrotTarII_LtaP34_23                             1371076              1371066             
LtarentolaeParrotTarII_LtaP34_24                             0                    0                   
LtarentolaeParrotTarII_LtaP34_25                             0                    0                   
LtarentolaeParrotTarII_LtaP34_26                             0                    0                   
LtarentolaeParrotTarII_LtaP34_27                             0                    0                   
LtarentolaeParrotTarII_LtaP34_28                             0                    0                   
LtarentolaeParrotTarII_LtaP34_29                             0                    0                   
LtarentolaeParrotTarII_LtaP33_30                             0                    0                   
LtarentolaeParrotTarII_LtaP33_31                             0                    0                   
LtarentolaeParrotTarII_LtaP33_32                             0                    0                   
LtarentolaeParrotTarII_LtaP33_33                             0                    0                   
LtarentolaeParrotTarII_LtaP31_34                             0                    0                   
LtarentolaeParrotTarII_LtaP31_35                             0                    0                   
LtarentolaeParrotTarII_LtaP31_36                             0                    0                   
LtarentolaeParrotTarII_LtaP31_37                             0                    0                   
LtarentolaeParrotTarII_LtaP31_38                             0                    0                   
LtarentolaeParrotTarII_LtaP30_39                             0                    0                   
LtarentolaeParrotTarII_LtaP29_40                             0                    0                   
LtarentolaeParrotTarII_LtaP29_41                             0                    0                   
LtarentolaeParrotTarII_LtaP24_42                             0                    0                   
LtarentolaeParrotTarII_LtaP24_43                             0                    0                   
LtarentolaeParrotTarII_LtaP24_44                             0                    0                   
LtarentolaeParrotTarII_LtaP24_45                             0                    0                   
LtarentolaeParrotTarII_LtaP24_46                             0                    0                   
LtarentolaeParrotTarII_LtaP24_47                             0                    0                   
LtarentolaeParrotTarII_LtaP23_48                             0                    0                   
LtarentolaeParrotTarII_LtaP23_49                             0                    0                   
LtarentolaeParrotTarII_LtaP23_50                             0                    0                   
LtarentolaeParrotTarII_LtaP23_51                             0                    0                   
LtarentolaeParrotTarII_LtaP23_52                             0                    0                   
LtarentolaeParrotTarII_LtaP23_53                             0                    0                   
LtarentolaeParrotTarII_LtaP23_54                             0                    0                   
LtarentolaeParrotTarII_LtaP23_55                             0                    0                   
LtarentolaeParrotTarII_LtaP23_56                             0                    0                   
LtarentolaeParrotTarII_LtaP23_57                             0                    0                   
LtarentolaeParrotTarII_LtaP21_58                             0                    0                   
LtarentolaeParrotTarII_LtaP21_59                             0                    0                   
LtarentolaeParrotTarII_LtaP21_60                             0                    0                   
LtarentolaeParrotTarII_LtaP21_61                             0                    0                   
LtarentolaeParrotTarII_LtaP17_62                             0                    0                   
LtarentolaeParrotTarII_LtaP17_63                             0                    0                   
LtarentolaeParrotTarII_LtaP17_64                             0                    0                   
LtarentolaeParrotTarII_LtaP16_65                             0                    0                   
LtarentolaeParrotTarII_LtaP15_66                             0                    0                   
LtarentolaeParrotTarII_LtaP15_67                             0                    0                   
LtarentolaeParrotTarII_LtaP15_68                             0                    0                   
LtarentolaeParrotTarII_LtaP11_69                             0                    0                   
LtarentolaeParrotTarII_LtaP11_70                             0                    0                   
LtarentolaeParrotTarII_LtaP11_71                             0                    0                   
LtarentolaeParrotTarII_LtaP10_72                             0                    0                   
LtarentolaeParrotTarII_LtaP10_73                             0                    0                   
LtarentolaeParrotTarII_LtaP09_74                             0                    0                   
LtarentolaeParrotTarII_LtaP09_75                             0                    0                   
LtarentolaeParrotTarII_LtaP09_76                             0                    0                   
LtarentolaeParrotTarII_LtaP09_77                             0                    0                   
LtarentolaeParrotTarII_LtaP09_78                             0                    0                   
LtarentolaeParrotTarII_LtaP09_79                             0                    0                   
LtarentolaeParrotTarII_LtaP09_80                             0                    0                   
LtarentolaeParrotTarII_LtaP09_81                             0                    0                   
LtarentolaeParrotTarII_LtaP09_82                             0                    0                   
LtarentolaeParrotTarII_LtaP07_83                             0                    0                   
LtarentolaeParrotTarII_LtaP06_84                             0                    0                   
LtarentolaeParrotTarII_LtaP05_85                             0                    0                   
LtropicaL590_LtrL590_33_1                                    notfound             notfound            
LtropicaL590_LtrL590_32_2                                    notfound             notfound            
LtropicaL590_LtrL590_31_3                                    notfound             notfound            
LtropicaL590_LtrL590_29_4                                    notfound             notfound            
LtropicaL590_LtrL590_27_5                                    notfound             notfound            
LtropicaL590_LtrL590_23_6                                    notfound             notfound            
LtropicaL590_LtrL590_13_7                                    notfound             notfound            
LtropicaL590_LtrL590_03_8                                    notfound             notfound            
LtropicaL590_LtrL590_02_9                                    notfound             notfound            
LtropicaL590_LtrL590_36_10                                   0                    0                   
LtropicaL590_LtrL590_36_11                                   0                    0                   
LtropicaL590_LtrL590_36_12                                   0                    0                   
LtropicaL590_LtrL590_36_13                                   0                    0                   
LtropicaL590_LtrL590_36_14                                   0                    0                   
LtropicaL590_LtrL590_36_15                                   0                    0                   
LtropicaL590_LtrL590_36_16                                   0                    0                   
LtropicaL590_LtrL590_36_17                                   0                    0                   
LtropicaL590_LtrL590_36_18                                   0                    0                   
LtropicaL590_LtrL590_36_19                                   498073               498083              
LtropicaL590_LtrL590_36_20                                   0                    0                   
LtropicaL590_LtrL590_36_21                                   0                    0                   
LtropicaL590_LtrL590_36_22                                   496884               496874              
LtropicaL590_LtrL590_34_23                                   0                    0                   
LtropicaL590_LtrL590_34_24                                   0                    0                   
LtropicaL590_LtrL590_34_25                                   0                    0                   
LtropicaL590_LtrL590_34_26                                   1356079              1356069             
LtropicaL590_LtrL590_34_27                                   0                    0                   
LtropicaL590_LtrL590_34_28                                   0                    0                   
LtropicaL590_LtrL590_34_29                                   0                    0                   
LtropicaL590_LtrL590_34_30                                   0                    0                   
LtropicaL590_LtrL590_34_31                                   0                    0                   
LtropicaL590_LtrL590_34_32                                   0                    0                   
LtropicaL590_LtrL590_33_33                                   0                    0                   
LtropicaL590_LtrL590_33_34                                   0                    0                   
LtropicaL590_LtrL590_33_35                                   0                    0                   
LtropicaL590_LtrL590_31_36                                   0                    0                   
LtropicaL590_LtrL590_31_37                                   0                    0                   
LtropicaL590_LtrL590_31_38                                   0                    0                   
LtropicaL590_LtrL590_31_39                                   0                    0                   
LtropicaL590_LtrL590_31_40                                   0                    0                   
LtropicaL590_LtrL590_31_41                                   0                    0                   
LtropicaL590_LtrL590_30_42                                   0                    0                   
LtropicaL590_LtrL590_29_43                                   0                    0                   
LtropicaL590_LtrL590_29_44                                   0                    0                   
LtropicaL590_LtrL590_24_45                                   0                    0                   
LtropicaL590_LtrL590_24_46                                   0                    0                   
LtropicaL590_LtrL590_24_47                                   0                    0                   
LtropicaL590_LtrL590_24_48                                   0                    0                   
LtropicaL590_LtrL590_24_49                                   0                    0                   
LtropicaL590_LtrL590_24_50                                   0                    0                   
LtropicaL590_LtrL590_23_51                                   0                    0                   
LtropicaL590_LtrL590_23_52                                   0                    0                   
LtropicaL590_LtrL590_23_53                                   0                    0                   
LtropicaL590_LtrL590_23_54                                   0                    0                   
LtropicaL590_LtrL590_23_55                                   0                    0                   
LtropicaL590_LtrL590_23_56                                   0                    0                   
LtropicaL590_LtrL590_23_57                                   0                    0                   
LtropicaL590_LtrL590_23_58                                   0                    0                   
LtropicaL590_LtrL590_23_59                                   0                    0                   
LtropicaL590_LtrL590_23_60                                   0                    0                   
LtropicaL590_LtrL590_21_61                                   0                    0                   
LtropicaL590_LtrL590_21_62                                   0                    0                   
LtropicaL590_LtrL590_21_63                                   0                    0                   
LtropicaL590_LtrL590_21_64                                   0                    0                   
LtropicaL590_LtrL590_17_65                                   0                    0                   
LtropicaL590_LtrL590_17_66                                   0                    0                   
LtropicaL590_LtrL590_17_67                                   0                    0                   
LtropicaL590_LtrL590_16_68                                   0                    0                   
LtropicaL590_LtrL590_15_69                                   0                    0                   
LtropicaL590_LtrL590_15_70                                   0                    0                   
LtropicaL590_LtrL590_11_71                                   0                    0                   
LtropicaL590_LtrL590_11_72                                   0                    0                   
LtropicaL590_LtrL590_11_73                                   0                    0                   
LtropicaL590_LtrL590_11_74                                   0                    0                   
LtropicaL590_LtrL590_11_75                                   0                    0                   
LtropicaL590_LtrL590_11_76                                   0                    0                   
LtropicaL590_LtrL590_11_77                                   0                    0                   
LtropicaL590_LtrL590_11_78                                   0                    0                   
LtropicaL590_LtrL590_11_79                                   0                    0                   
LtropicaL590_LtrL590_11_80                                   0                    0                   
LtropicaL590_LtrL590_10_81                                   0                    0                   
LtropicaL590_LtrL590_10_82                                   0                    0                   
LtropicaL590_LtrL590_10_83                                   0                    0                   
LtropicaL590_LtrL590_09_84                                   0                    0                   
LtropicaL590_LtrL590_09_85                                   0                    0                   
LtropicaL590_LtrL590_09_86                                   0                    0                   
LtropicaL590_LtrL590_09_87                                   0                    0                   
LtropicaL590_LtrL590_09_88                                   0                    0                   
LtropicaL590_LtrL590_09_89                                   0                    0                   
LtropicaL590_LtrL590_09_90                                   0                    0                   
LtropicaL590_LtrL590_09_91                                   0                    0                   
LtropicaL590_LtrL590_09_92                                   0                    0                   
LtropicaL590_LtrL590_07_93                                   0                    0                   
LtropicaL590_LtrL590_06_94                                   0                    0                   
LtropicaL590_LtrL590_05_95                                   0                    0                   
LtropicaL590_LtrL590_03_96                                   0                    0                   
LturanicaLEM423_LtuLEM423_29_1                               notfound             notfound            
LturanicaLEM423_LtuLEM423_23_2                               notfound             notfound            
LturanicaLEM423_LtuLEM423_16_3                               notfound             notfound            
LturanicaLEM423_LtuLEM423_03_4                               notfound             notfound            
LturanicaLEM423_LtuLEM423_02_5                               notfound             notfound            
LturanicaLEM423_LTULEM423_SCAF000130_6                       0                    0                   
LturanicaLEM423_LTULEM423_SCAF000130_7                       0                    0                   
LturanicaLEM423_LTULEM423_SCAF000130_8                       0                    0                   
LturanicaLEM423_LTULEM423_SCAF000130_9                       0                    0                   
LturanicaLEM423_LTULEM423_SCAF000130_10                      0                    0                   
LturanicaLEM423_LTULEM423_SCAF000129_11                      0                    0                   
LturanicaLEM423_LTULEM423_SCAF000129_12                      0                    0                   
LturanicaLEM423_LTULEM423_SCAF000129_13                      0                    0                   
LturanicaLEM423_LTULEM423_SCAF000129_14                      0                    0                   
LturanicaLEM423_LTULEM423_SCAF000129_15                      0                    0                   
LturanicaLEM423_LtuLEM423_36_16                              0                    0                   
LturanicaLEM423_LtuLEM423_36_17                              0                    0                   
LturanicaLEM423_LtuLEM423_36_18                              0                    0                   
LturanicaLEM423_LtuLEM423_36_19                              0                    0                   
LturanicaLEM423_LtuLEM423_36_20                              0                    0                   
LturanicaLEM423_LtuLEM423_36_21                              0                    0                   
LturanicaLEM423_LtuLEM423_36_22                              0                    0                   
LturanicaLEM423_LtuLEM423_36_23                              0                    0                   
LturanicaLEM423_LtuLEM423_36_24                              0                    0                   
LturanicaLEM423_LtuLEM423_36_25                              462141               462151              
LturanicaLEM423_LtuLEM423_36_26                              0                    0                   
LturanicaLEM423_LtuLEM423_36_27                              0                    0                   
LturanicaLEM423_LtuLEM423_36_28                              460973               460963              
LturanicaLEM423_LtuLEM423_34_29                              0                    0                   
LturanicaLEM423_LtuLEM423_34_30                              0                    0                   
LturanicaLEM423_LtuLEM423_34_31                              0                    0                   
LturanicaLEM423_LtuLEM423_34_32                              1190235              1190225             
LturanicaLEM423_LtuLEM423_34_33                              0                    0                   
LturanicaLEM423_LtuLEM423_33_34                              0                    0                   
LturanicaLEM423_LtuLEM423_33_35                              0                    0                   
LturanicaLEM423_LtuLEM423_33_36                              0                    0                   
LturanicaLEM423_LtuLEM423_31_37                              0                    0                   
LturanicaLEM423_LtuLEM423_31_38                              0                    0                   
LturanicaLEM423_LtuLEM423_31_39                              0                    0                   
LturanicaLEM423_LtuLEM423_31_40                              0                    0                   
LturanicaLEM423_LtuLEM423_31_41                              0                    0                   
LturanicaLEM423_LtuLEM423_30_42                              0                    0                   
LturanicaLEM423_LtuLEM423_29_43                              0                    0                   
LturanicaLEM423_LtuLEM423_29_44                              0                    0                   
LturanicaLEM423_LtuLEM423_24_45                              0                    0                   
LturanicaLEM423_LtuLEM423_24_46                              0                    0                   
LturanicaLEM423_LtuLEM423_24_47                              0                    0                   
LturanicaLEM423_LtuLEM423_24_48                              0                    0                   
LturanicaLEM423_LtuLEM423_24_49                              0                    0                   
LturanicaLEM423_LtuLEM423_24_50                              0                    0                   
LturanicaLEM423_LtuLEM423_23_51                              0                    0                   
LturanicaLEM423_LtuLEM423_23_52                              0                    0                   
LturanicaLEM423_LtuLEM423_23_53                              0                    0                   
LturanicaLEM423_LtuLEM423_23_54                              0                    0                   
LturanicaLEM423_LtuLEM423_23_55                              0                    0                   
LturanicaLEM423_LtuLEM423_23_56                              0                    0                   
LturanicaLEM423_LtuLEM423_23_57                              0                    0                   
LturanicaLEM423_LtuLEM423_23_58                              0                    0                   
LturanicaLEM423_LtuLEM423_23_59                              0                    0                   
LturanicaLEM423_LtuLEM423_23_60                              0                    0                   
LturanicaLEM423_LtuLEM423_21_61                              0                    0                   
LturanicaLEM423_LtuLEM423_21_62                              0                    0                   
LturanicaLEM423_LtuLEM423_21_63                              0                    0                   
LturanicaLEM423_LtuLEM423_21_64                              0                    0                   
LturanicaLEM423_LtuLEM423_17_65                              0                    0                   
LturanicaLEM423_LtuLEM423_17_66                              0                    0                   
LturanicaLEM423_LtuLEM423_17_67                              0                    0                   
LturanicaLEM423_LtuLEM423_16_68                              0                    0                   
LturanicaLEM423_LtuLEM423_15_69                              0                    0                   
LturanicaLEM423_LtuLEM423_15_70                              0                    0                   
LturanicaLEM423_LtuLEM423_11_71                              0                    0                   
LturanicaLEM423_LtuLEM423_11_72                              0                    0                   
LturanicaLEM423_LtuLEM423_11_73                              0                    0                   
LturanicaLEM423_LtuLEM423_11_74                              0                    0                   
LturanicaLEM423_LtuLEM423_11_75                              0                    0                   
LturanicaLEM423_LtuLEM423_10_76                              0                    0                   
LturanicaLEM423_LtuLEM423_10_77                              0                    0                   
LturanicaLEM423_LtuLEM423_10_78                              0                    0                   
LturanicaLEM423_LtuLEM423_09_79                              0                    0                   
LturanicaLEM423_LtuLEM423_09_80                              0                    0                   
LturanicaLEM423_LtuLEM423_09_81                              0                    0                   
