geneid                                                       sourceOrg                           sourceseq                           sourceSO      direction  tsebegin   tseend     arabegin   araend    
LpyrrhocorisH10_LpyrH10_14_56                                LpyrrhocorisH10                     LpyrH10_14                          chromosome    -          153144     153224     153144     153224    
LpyrrhocorisH10_LpyrH10_12_57                                LpyrrhocorisH10                     LpyrH10_12                          chromosome    -          628204     628274     628204     628274    
LpyrrhocorisH10_LpyrH10_12_58                                LpyrrhocorisH10                     LpyrH10_12                          chromosome    +          628083     628154     628083     628154    
LpyrrhocorisH10_LpyrH10_12_59                                LpyrrhocorisH10                     LpyrH10_12                          chromosome    +          367780     367851     367780     367853    
LpyrrhocorisH10_LpyrH10_12_60                                LpyrrhocorisH10                     LpyrH10_12                          chromosome    +          284830     284901     284830     284902    
LpyrrhocorisH10_LpyrH10_12_61                                LpyrrhocorisH10                     LpyrH10_12                          chromosome    +          266998     267080     266998     267081    
LpyrrhocorisH10_LpyrH10_11_62                                LpyrrhocorisH10                     LpyrH10_11                          chromosome    +          617149     617222     617149     617223    
LpyrrhocorisH10_LpyrH10_11_63                                LpyrrhocorisH10                     LpyrH10_11                          chromosome    -          616982     617063     616979     617063    
LpyrrhocorisH10_LpyrH10_11_64                                LpyrrhocorisH10                     LpyrH10_11                          chromosome    -          616846     616919     616845     616919    
LpyrrhocorisH10_LpyrH10_11_65                                LpyrrhocorisH10                     LpyrH10_11                          chromosome    +          616732     616803     616731     616805    
LpyrrhocorisH10_LpyrH10_11_66                                LpyrrhocorisH10                     LpyrH10_11                          chromosome    +          188828     188899     188828     188899    
LpyrrhocorisH10_LpyrH10_09_67                                LpyrrhocorisH10                     LpyrH10_09                          chromosome    +          904036     904107     904036     904107    
LpyrrhocorisH10_LpyrH10_09_68                                LpyrrhocorisH10                     LpyrH10_09                          chromosome    +          903891     903961     903891     903961    
LpyrrhocorisH10_LpyrH10_09_69                                LpyrrhocorisH10                     LpyrH10_09                          chromosome    -          404115     404186     404115     404186    
LpyrrhocorisH10_LpyrH10_09_70                                LpyrrhocorisH10                     LpyrH10_09                          chromosome    -          403986     404057     403986     404057    
LpyrrhocorisH10_LpyrH10_09_71                                LpyrrhocorisH10                     LpyrH10_09                          chromosome    -          403854     403925     403851     403925    
LpyrrhocorisH10_LpyrH10_08_72                                LpyrrhocorisH10                     LpyrH10_08                          chromosome    -          714359     714439     714357     714439    
LpyrrhocorisH10_LpyrH10_08_73                                LpyrrhocorisH10                     LpyrH10_08                          chromosome    -          714218     714299     714217     714299    
LpyrrhocorisH10_LpyrH10_08_74                                LpyrrhocorisH10                     LpyrH10_08                          chromosome    -          86585      86656      86583      86656     
LpyrrhocorisH10_LpyrH10_07_75                                LpyrrhocorisH10                     LpyrH10_07                          chromosome    -          457201     457273     457201     457273    
LpyrrhocorisH10_LpyrH10_06_76                                LpyrrhocorisH10                     LpyrH10_06                          chromosome    +          1246548    1246619    1246548    1246619   
LpyrrhocorisH10_LpyrH10_06_77                                LpyrrhocorisH10                     LpyrH10_06                          chromosome    -          1246403    1246474    1246403    1246474   
LpyrrhocorisH10_LpyrH10_06_78                                LpyrrhocorisH10                     LpyrH10_06                          chromosome    -          1246260    1246341    1246259    1246341   
LpyrrhocorisH10_LpyrH10_06_79                                LpyrrhocorisH10                     LpyrH10_06                          chromosome    +          1246148    1246219    1246148    1246220   
LpyrrhocorisH10_LpyrH10_06_80                                LpyrrhocorisH10                     LpyrH10_06                          chromosome    +          717400     717480     717400     717482    
LpyrrhocorisH10_LpyrH10_06_81                                LpyrrhocorisH10                     LpyrH10_06                          chromosome    -          493443     493514     493441     493515    
LpyrrhocorisH10_LpyrH10_06_82                                LpyrrhocorisH10                     LpyrH10_06                          chromosome    +          927        998        927        998       
LpyrrhocorisH10_LpyrH10_06_83                                LpyrrhocorisH10                     LpyrH10_06                          chromosome    -          781        851        781        851       
LpyrrhocorisH10_LpyrH10_06_84                                LpyrrhocorisH10                     LpyrH10_06                          chromosome    -          635        706        635        706       
LpyrrhocorisH10_LpyrH10_05_85                                LpyrrhocorisH10                     LpyrH10_05                          chromosome    +          1203502    1203574    1203502    1203575   
LpyrrhocorisH10_LpyrH10_05_86                                LpyrrhocorisH10                     LpyrH10_05                          chromosome    +          1203210    1203281    1203210    1203281   
LpyrrhocorisH10_LpyrH10_05_87                                LpyrrhocorisH10                     LpyrH10_05                          chromosome    -          1203058    1203129    1203058    1203129   
LpyrrhocorisH10_LpyrH10_05_88                                LpyrrhocorisH10                     LpyrH10_05                          chromosome    -          1202923    1202995    1202922    1202995   
LpyrrhocorisH10_LpyrH10_05_89                                LpyrrhocorisH10                     LpyrH10_05                          chromosome    +          490644     490724     490644     490726    
LpyrrhocorisH10_LpyrH10_05_90                                LpyrrhocorisH10                     LpyrH10_05                          chromosome    -          490491     490570     490489     490570    
LpyrrhocorisH10_LpyrH10_05_91                                LpyrrhocorisH10                     LpyrH10_05                          chromosome    +          490386     490458     490386     490458    
LpyrrhocorisH10_LpyrH10_05_92                                LpyrrhocorisH10                     LpyrH10_05                          chromosome    +          490253     490326     490253     490327    
LpyrrhocorisH10_LpyrH10_05_93                                LpyrrhocorisH10                     LpyrH10_05                          chromosome    -          489958     490031     489957     490031    
LpyrrhocorisH10_LpyrH10_04_94                                LpyrrhocorisH10                     LpyrH10_04                          chromosome    -          1315672    1315743    1315670    1315743   
LpyrrhocorisH10_LpyrH10_04_95                                LpyrrhocorisH10                     LpyrH10_04                          chromosome    +          1298373    1298445    1298373    1298446   
LpyrrhocorisH10_LpyrH10_03_96                                LpyrrhocorisH10                     LpyrH10_03                          chromosome    -          1132792    1132864    1132791    1132864   
LpyrrhocorisH10_LpyrH10_03_97                                LpyrrhocorisH10                     LpyrH10_03                          chromosome    -          1100649    1100722    1100649    1100722   
LpyrrhocorisH10_LpyrH10_03_98                                LpyrrhocorisH10                     LpyrH10_03                          chromosome    +          1100539    1100611    1100539    1100611   
LpyrrhocorisH10_LpyrH10_03_99                                LpyrrhocorisH10                     LpyrH10_03                          chromosome    +          1100405    1100476    1100405    1100477   
LpyrrhocorisH10_LpyrH10_03_100                               LpyrrhocorisH10                     LpyrH10_03                          chromosome    +          1100276    1100347    1100276    1100349   
LpyrrhocorisH10_LpyrH10_03_101                               LpyrrhocorisH10                     LpyrH10_03                          chromosome    +          1095258    1095340    1095258    1095341   
LpyrrhocorisH10_LpyrH10_03_102                               LpyrrhocorisH10                     LpyrH10_03                          chromosome    +          1095127    1095198    1095126    1095201   
LpyrrhocorisH10_LpyrH10_03_103                               LpyrrhocorisH10                     LpyrH10_03                          chromosome    -          1094982    1095053    1094981    1095053   
LpyrrhocorisH10_LpyrH10_03_104                               LpyrrhocorisH10                     LpyrH10_03                          chromosome    -          1094632    1094703    1094632    1094703   
LpyrrhocorisH10_LpyrH10_03_105                               LpyrrhocorisH10                     LpyrH10_03                          chromosome    +          1094521    1094593    1094521    1094594   
LpyrrhocorisH10_LpyrH10_03_106                               LpyrrhocorisH10                     LpyrH10_03                          chromosome    -          1094366    1094437    1094364    1094437   
LpyrrhocorisH10_LpyrH10_03_107                               LpyrrhocorisH10                     LpyrH10_03                          chromosome    -          93083      93170      93083      93170     
LpyrrhocorisH10_LpyrH10_02_108                               LpyrrhocorisH10                     LpyrH10_02                          chromosome    -          2331313    2331384    2331312    2331384   
LpyrrhocorisH10_LpyrH10_02_109                               LpyrrhocorisH10                     LpyrH10_02                          chromosome    -          1827301    1827372    1827300    1827373   
LseymouriATCC30220_Lsey_0447_1                               LseymouriATCC30220                  Lsey_0447                           notfound      -          142        225        -1         -1        
LseymouriATCC30220_Lsey_0130_2                               LseymouriATCC30220                  Lsey_0130                           notfound      +          11746      11909      -1         -1        
LseymouriATCC30220_Lsey_0130_3                               LseymouriATCC30220                  Lsey_0130                           notfound      +          11182      11265      -1         -1        
LseymouriATCC30220_Lsey_0961_4                               LseymouriATCC30220                  Lsey_0961                           contig        -          -1         -1         972        1065      
LseymouriATCC30220_Lsey_0649_5                               LseymouriATCC30220                  Lsey_0649                           contig        +          3011       3092       3011       3093      
LseymouriATCC30220_Lsey_0649_6                               LseymouriATCC30220                  Lsey_0649                           contig        -          2866       2937       2865       2937      
LseymouriATCC30220_Lsey_0649_7                               LseymouriATCC30220                  Lsey_0649                           contig        +          75         145        75         148       
LseymouriATCC30220_Lsey_0447_8                               LseymouriATCC30220                  Lsey_0447                           contig        +          570        642        570        643       
LseymouriATCC30220_Lsey_0447_9                               LseymouriATCC30220                  Lsey_0447                           contig        +          441        512        441        512       
LseymouriATCC30220_Lsey_0447_10                              LseymouriATCC30220                  Lsey_0447                           contig        -          285        356        285        356       
LseymouriATCC30220_Lsey_0447_11                              LseymouriATCC30220                  Lsey_0447                           contig        -          6          78         5          78        
LseymouriATCC30220_Lsey_0424_12                              LseymouriATCC30220                  Lsey_0424                           contig        -          13563      13634      13562      13634     
LseymouriATCC30220_Lsey_0403_13                              LseymouriATCC30220                  Lsey_0403                           contig        +          2722       2805       2722       2806      
LseymouriATCC30220_Lsey_0403_14                              LseymouriATCC30220                  Lsey_0403                           contig        +          2562       2633       2562       2633      
LseymouriATCC30220_Lsey_0403_15                              LseymouriATCC30220                  Lsey_0403                           contig        +          2424       2495       2424       2497      
LseymouriATCC30220_Lsey_0403_16                              LseymouriATCC30220                  Lsey_0403                           contig        +          2290       2361       2290       2362      
LseymouriATCC30220_Lsey_0387_17                              LseymouriATCC30220                  Lsey_0387                           contig        +          7208       7280       7208       7281      
LseymouriATCC30220_Lsey_0387_18                              LseymouriATCC30220                  Lsey_0387                           contig        +          7076       7149       7076       7150      
LseymouriATCC30220_Lsey_0387_19                              LseymouriATCC30220                  Lsey_0387                           contig        +          6938       7009       6938       7009      
LseymouriATCC30220_Lsey_0385_20                              LseymouriATCC30220                  Lsey_0385                           contig        +          7496       7577       7496       7578      
LseymouriATCC30220_Lsey_0376_21                              LseymouriATCC30220                  Lsey_0376                           contig        -          539        611        538        611       
LseymouriATCC30220_Lsey_0360_22                              LseymouriATCC30220                  Lsey_0360                           contig        -          13938      14009      13937      14009     
LseymouriATCC30220_Lsey_0354_23                              LseymouriATCC30220                  Lsey_0354                           contig        -          8433       8505       8432       8505      
LseymouriATCC30220_Lsey_0340_24                              LseymouriATCC30220                  Lsey_0340                           contig        +          8791       8861       8791       8862      
LseymouriATCC30220_Lsey_0340_25                              LseymouriATCC30220                  Lsey_0340                           contig        +          8660       8731       8660       8732      
LseymouriATCC30220_Lsey_0340_26                              LseymouriATCC30220                  Lsey_0340                           contig        -          8515       8587       8514       8587      
LseymouriATCC30220_Lsey_0340_27                              LseymouriATCC30220                  Lsey_0340                           contig        -          8369       8440       8366       8441      
LseymouriATCC30220_Lsey_0327_28                              LseymouriATCC30220                  Lsey_0327                           contig        +          2194       2265       2194       2265      
LseymouriATCC30220_Lsey_0315_29                              LseymouriATCC30220                  Lsey_0315                           contig        -          16034      16105      16033      16106     
LseymouriATCC30220_Lsey_0305_30                              LseymouriATCC30220                  Lsey_0305                           contig        +          6289       6361       6289       6363      
LseymouriATCC30220_Lsey_0305_31                              LseymouriATCC30220                  Lsey_0305                           contig        +          6150       6230       6150       6231      
LseymouriATCC30220_Lsey_0305_32                              LseymouriATCC30220                  Lsey_0305                           contig        -          6003       6074       6002       6074      
LseymouriATCC30220_Lsey_0298_33                              LseymouriATCC30220                  Lsey_0298                           contig        -          6922       6994       6921       6994      
LseymouriATCC30220_Lsey_0298_34                              LseymouriATCC30220                  Lsey_0298                           contig        -          6790       6860       6789       6860      
LseymouriATCC30220_Lsey_0298_35                              LseymouriATCC30220                  Lsey_0298                           contig        +          6571       6643       6571       6643      
LseymouriATCC30220_Lsey_0298_36                              LseymouriATCC30220                  Lsey_0298                           contig        -          6426       6497       6423       6498      
LseymouriATCC30220_Lsey_0288_37                              LseymouriATCC30220                  Lsey_0288                           contig        +          21884      21966      21884      21967     
LseymouriATCC30220_Lsey_0210_38                              LseymouriATCC30220                  Lsey_0210                           contig        -          18801      18873      18801      18873     
LseymouriATCC30220_Lsey_0210_39                              LseymouriATCC30220                  Lsey_0210                           contig        +          18680      18760      18679      18761     
LseymouriATCC30220_Lsey_0202_40                              LseymouriATCC30220                  Lsey_0202                           contig        -          13023      13095      13021      13095     
LseymouriATCC30220_Lsey_0169_41                              LseymouriATCC30220                  Lsey_0169                           contig        +          43100      43171      43100      43173     
LseymouriATCC30220_Lsey_0168_42                              LseymouriATCC30220                  Lsey_0168                           contig        -          15451      15521      15449      15521     
LseymouriATCC30220_Lsey_0168_43                              LseymouriATCC30220                  Lsey_0168                           contig        +          15334      15405      15334      15407     
LseymouriATCC30220_Lsey_0130_44                              LseymouriATCC30220                  Lsey_0130                           contig        -          11594      11673      11594      11673     
LseymouriATCC30220_Lsey_0130_45                              LseymouriATCC30220                  Lsey_0130                           contig        +          11482      11554      11482      11554     
LseymouriATCC30220_Lsey_0130_46                              LseymouriATCC30220                  Lsey_0130                           contig        +          11331      11404      11331      11405     
LseymouriATCC30220_Lsey_0130_47                              LseymouriATCC30220                  Lsey_0130                           contig        -          11034      11107      11033      11107     
LseymouriATCC30220_Lsey_0109_48                              LseymouriATCC30220                  Lsey_0109                           contig        -          20782      20854      20781      20854     
LseymouriATCC30220_Lsey_0109_49                              LseymouriATCC30220                  Lsey_0109                           contig        +          20673      20743      20673      20743     
LseymouriATCC30220_Lsey_0109_50                              LseymouriATCC30220                  Lsey_0109                           contig        +          20543      20615      20543      20616     
LseymouriATCC30220_Lsey_0106_51                              LseymouriATCC30220                  Lsey_0106                           contig        -          36294      36364      36292      36364     
LseymouriATCC30220_Lsey_0106_52                              LseymouriATCC30220                  Lsey_0106                           contig        -          36161      36232      36161      36232     
LseymouriATCC30220_Lsey_0106_53                              LseymouriATCC30220                  Lsey_0106                           contig        +          35979      36050      35979      36050     
LseymouriATCC30220_Lsey_0106_54                              LseymouriATCC30220                  Lsey_0106                           contig        +          35847      35917      35847      35919     
LseymouriATCC30220_Lsey_0106_55                              LseymouriATCC30220                  Lsey_0106                           contig        -          35701      35772      35701      35772     
LseymouriATCC30220_Lsey_0104_56                              LseymouriATCC30220                  Lsey_0104                           contig        -          40271      40342      40270      40342     
LseymouriATCC30220_Lsey_0104_57                              LseymouriATCC30220                  Lsey_0104                           contig        +          40152      40233      40152      40234     
LseymouriATCC30220_Lsey_0104_58                              LseymouriATCC30220                  Lsey_0104                           contig        +          40019      40090      40019      40090     
LseymouriATCC30220_Lsey_0104_59                              LseymouriATCC30220                  Lsey_0104                           contig        -          39875      39946      39875      39946     
LseymouriATCC30220_Lsey_0099_60                              LseymouriATCC30220                  Lsey_0099                           contig        +          66178      66249      66178      66251     
LseymouriATCC30220_Lsey_0099_61                              LseymouriATCC30220                  Lsey_0099                           contig        -          66021      66093      66018      66094     
LseymouriATCC30220_Lsey_0079_62                              LseymouriATCC30220                  Lsey_0079                           contig        +          63747      63834      63747      63834     
LseymouriATCC30220_Lsey_0077_63                              LseymouriATCC30220                  Lsey_0077                           contig        +          19227      19299      19227      19299     
LseymouriATCC30220_Lsey_0073_64                              LseymouriATCC30220                  Lsey_0073                           contig        +          85306      85378      85306      85380     
LseymouriATCC30220_Lsey_0073_65                              LseymouriATCC30220                  Lsey_0073                           contig        +          85168      85240      85168      85241     
LseymouriATCC30220_Lsey_0073_66                              LseymouriATCC30220                  Lsey_0073                           contig        -          84911      84982      84910      84982     
LseymouriATCC30220_Lsey_0073_67                              LseymouriATCC30220                  Lsey_0073                           contig        -          84776      84847      84774      84847     
LseymouriATCC30220_Lsey_0069_68                              LseymouriATCC30220                  Lsey_0069                           contig        +          78736      78807      78736      78809     
LseymouriATCC30220_Lsey_0055_69                              LseymouriATCC30220                  Lsey_0055                           contig        +          23889      23960      23889      23961     
LseymouriATCC30220_Lsey_0053_70                              LseymouriATCC30220                  Lsey_0053                           contig        +          14511      14582      14511      14584     
LseymouriATCC30220_Lsey_0053_71                              LseymouriATCC30220                  Lsey_0053                           contig        -          14355      14427      14354      14427     
LseymouriATCC30220_Lsey_0053_72                              LseymouriATCC30220                  Lsey_0053                           contig        +          14246      14317      14246      14317     
LseymouriATCC30220_Lsey_0053_73                              LseymouriATCC30220                  Lsey_0053                           contig        +          13862      13933      13861      13934     
LseymouriATCC30220_Lsey_0053_74                              LseymouriATCC30220                  Lsey_0053                           contig        -          13716      13787      13716      13787     
LseymouriATCC30220_Lsey_0053_75                              LseymouriATCC30220                  Lsey_0053                           contig        -          13567      13649      13566      13649     
LseymouriATCC30220_Lsey_0053_76                              LseymouriATCC30220                  Lsey_0053                           contig        -          13280      13351      13278      13351     
LseymouriATCC30220_Lsey_0053_77                              LseymouriATCC30220                  Lsey_0053                           contig        -          13134      13205      13133      13205     
LseymouriATCC30220_Lsey_0053_78                              LseymouriATCC30220                  Lsey_0053                           contig        -          13002      13074      13001      13074     
LseymouriATCC30220_Lsey_0053_79                              LseymouriATCC30220                  Lsey_0053                           contig        +          12901      12974      12901      12976     
LseymouriATCC30220_Lsey_0051_80                              LseymouriATCC30220                  Lsey_0051                           contig        +          19326      19408      19326      19409     
LseymouriATCC30220_Lsey_0051_81                              LseymouriATCC30220                  Lsey_0051                           contig        +          19192      19263      19192      19263     
LseymouriATCC30220_Lsey_0050_82                              LseymouriATCC30220                  Lsey_0050                           contig        -          11308      11379      11305      11380     
LseymouriATCC30220_Lsey_0043_83                              LseymouriATCC30220                  Lsey_0043                           contig        +          20734      20805      20734      20806     
LseymouriATCC30220_Lsey_0043_84                              LseymouriATCC30220                  Lsey_0043                           contig        +          6923       6994       6923       6994      
LseymouriATCC30220_Lsey_0039_85                              LseymouriATCC30220                  Lsey_0039                           contig        +          115259     115332     115259     115333    
LseymouriATCC30220_Lsey_0034_86                              LseymouriATCC30220                  Lsey_0034                           contig        -          9769       9849       9767       9849      
LseymouriATCC30220_Lsey_0029_87                              LseymouriATCC30220                  Lsey_0029                           contig        -          29094      29165      29093      29166     
LseymouriATCC30220_Lsey_0029_88                              LseymouriATCC30220                  Lsey_0029                           contig        +          28911      28984      28911      28985     
LseymouriATCC30220_Lsey_0029_89                              LseymouriATCC30220                  Lsey_0029                           contig        +          28756      28837      28756      28840     
LseymouriATCC30220_Lsey_0029_90                              LseymouriATCC30220                  Lsey_0029                           contig        -          28601      28674      28600      28674     
LseymouriATCC30220_Lsey_0021_91                              LseymouriATCC30220                  Lsey_0021                           contig        -          75976      76056      75975      76056     
LseymouriATCC30220_Lsey_0018_92                              LseymouriATCC30220                  Lsey_0018                           contig        +          13862      13933      13861      13935     
LseymouriATCC30220_Lsey_0009_93                              LseymouriATCC30220                  Lsey_0009                           contig        -          61080      61151      61078      61151     
LseymouriATCC30220_Lsey_0009_94                              LseymouriATCC30220                  Lsey_0009                           contig        +          43972      44044      43972      44045     
LseymouriATCC30220_Lsey_0007_95                              LseymouriATCC30220                  Lsey_0007                           contig        -          61454      61526      61452      61526     
LseymouriATCC30220_Lsey_0007_96                              LseymouriATCC30220                  Lsey_0007                           contig        +          20176      20249      20176      20250     
LspMARLEM2494_LMARLEM2494_36_1                               LspMARLEM2494                       LMARLEM2494_36                      notfound      -          476258     476341     -1         -1        
LspMARLEM2494_LMARLEM2494_36_2                               LspMARLEM2494                       LMARLEM2494_36                      notfound      +          476747     476830     -1         -1        
LspMARLEM2494_LMARLEM2494_34_3                               LspMARLEM2494                       LMARLEM2494_34                      notfound      -          1301960    1302043    -1         -1        
LspMARLEM2494_LMARLEM2494_36_4                               LspMARLEM2494                       LMARLEM2494_36                      chromosome    +          -1         -1         714391     714473    
LspMARLEM2494_LMARLEM2494_31_5                               LspMARLEM2494                       LMARLEM2494_31                      chromosome    +          -1         -1         522465     522551    
LspMARLEM2494_LMARLEM2494_23_6                               LspMARLEM2494                       LMARLEM2494_23                      chromosome    -          -1         -1         453215     453294    
LspMARLEM2494_LMARLEM2494_19_7                               LspMARLEM2494                       LMARLEM2494_19                      chromosome    -          -1         -1         298987     299058    
LspMARLEM2494_LMARLEM2494_15_8                               LspMARLEM2494                       LMARLEM2494_15                      chromosome    -          -1         -1         201702     201786    
LspMARLEM2494_LMARLEM2494_10_9                               LspMARLEM2494                       LMARLEM2494_10                      chromosome    -          -1         -1         380969     381064    
LspMARLEM2494_LMARLEM2494_SCAF000157_10                      LspMARLEM2494                       LMARLEM2494_SCAF000157              supercontig   -          4427       4498       4427       4498      
LspMARLEM2494_LMARLEM2494_SCAF000157_11                      LspMARLEM2494                       LMARLEM2494_SCAF000157              supercontig   +          4312       4383       4312       4383      
LspMARLEM2494_LMARLEM2494_36_12                              LspMARLEM2494                       LMARLEM2494_36                      chromosome    +          2408390    2408461    2408390    2408461   
LspMARLEM2494_LMARLEM2494_36_13                              LspMARLEM2494                       LMARLEM2494_36                      chromosome    -          2408245    2408316    2408245    2408316   
LspMARLEM2494_LMARLEM2494_36_14                              LspMARLEM2494                       LMARLEM2494_36                      chromosome    -          2408100    2408181    2408098    2408181   
LspMARLEM2494_LMARLEM2494_36_15                              LspMARLEM2494                       LMARLEM2494_36                      chromosome    +          2406450    2406521    2406450    2406522   
LspMARLEM2494_LMARLEM2494_36_16                              LspMARLEM2494                       LMARLEM2494_36                      chromosome    -          1570143    1570214    1570141    1570215   
LspMARLEM2494_LMARLEM2494_36_17                              LspMARLEM2494                       LMARLEM2494_36                      chromosome    +          1015652    1015723    1015652    1015723   
LspMARLEM2494_LMARLEM2494_36_18                              LspMARLEM2494                       LMARLEM2494_36                      chromosome    -          1015508    1015578    1015506    1015578   
LspMARLEM2494_LMARLEM2494_36_19                              LspMARLEM2494                       LMARLEM2494_36                      chromosome    -          1015372    1015443    1015371    1015444   
LspMARLEM2494_LMARLEM2494_36_20                              LspMARLEM2494                       LMARLEM2494_36                      chromosome    +          1015184    1015254    1015184    1015254   
LspMARLEM2494_LMARLEM2494_36_21                              LspMARLEM2494                       LMARLEM2494_36                      chromosome    +          476602     476673     476602     476674    
LspMARLEM2494_LMARLEM2494_36_22                              LspMARLEM2494                       LMARLEM2494_36                      chromosome    -          476415     476486     476414     476486    
LspMARLEM2494_LMARLEM2494_34_23                              LspMARLEM2494                       LMARLEM2494_34                      chromosome    +          1302402    1302474    1302402    1302477   
LspMARLEM2494_LMARLEM2494_34_24                              LspMARLEM2494                       LMARLEM2494_34                      chromosome    +          1302270    1302341    1302270    1302341   
LspMARLEM2494_LMARLEM2494_34_25                              LspMARLEM2494                       LMARLEM2494_34                      chromosome    -          1302113    1302184    1302111    1302184   
LspMARLEM2494_LMARLEM2494_34_26                              LspMARLEM2494                       LMARLEM2494_34                      chromosome    -          1301828    1301900    1301827    1301900   
LspMARLEM2494_LMARLEM2494_34_27                              LspMARLEM2494                       LMARLEM2494_34                      chromosome    +          443705     443785     443704     443786    
LspMARLEM2494_LMARLEM2494_34_28                              LspMARLEM2494                       LMARLEM2494_34                      chromosome    -          443551     443630     443549     443630    
LspMARLEM2494_LMARLEM2494_34_29                              LspMARLEM2494                       LMARLEM2494_34                      chromosome    +          443424     443496     443424     443496    
LspMARLEM2494_LMARLEM2494_34_30                              LspMARLEM2494                       LMARLEM2494_34                      chromosome    +          443289     443362     443289     443363    
LspMARLEM2494_LMARLEM2494_34_31                              LspMARLEM2494                       LMARLEM2494_34                      chromosome    -          442975     443048     442974     443048    
LspMARLEM2494_LMARLEM2494_33_32                              LspMARLEM2494                       LMARLEM2494_33                      chromosome    -          481347     481419     481346     481419    
LspMARLEM2494_LMARLEM2494_33_33                              LspMARLEM2494                       LMARLEM2494_33                      chromosome    +          104339     104410     104339     104410    
LspMARLEM2494_LMARLEM2494_33_34                              LspMARLEM2494                       LMARLEM2494_33                      chromosome    -          104191     104263     104190     104263    
LspMARLEM2494_LMARLEM2494_33_35                              LspMARLEM2494                       LMARLEM2494_33                      chromosome    -          104062     104134     104059     104134    
LspMARLEM2494_LMARLEM2494_31_36                              LspMARLEM2494                       LMARLEM2494_31                      chromosome    -          480601     480681     480600     480681    
LspMARLEM2494_LMARLEM2494_31_37                              LspMARLEM2494                       LMARLEM2494_31                      chromosome    +          480482     480554     480482     480557    
LspMARLEM2494_LMARLEM2494_31_38                              LspMARLEM2494                       LMARLEM2494_31                      chromosome    +          112225     112297     112225     112299    
LspMARLEM2494_LMARLEM2494_30_39                              LspMARLEM2494                       LMARLEM2494_30                      chromosome    -          733951     734022     733951     734022    
LspMARLEM2494_LMARLEM2494_29_40                              LspMARLEM2494                       LMARLEM2494_29                      chromosome    -          779744     779824     779742     779824    
LspMARLEM2494_LMARLEM2494_29_41                              LspMARLEM2494                       LMARLEM2494_29                      chromosome    -          779604     779685     779603     779685    
LspMARLEM2494_LMARLEM2494_24_42                              LspMARLEM2494                       LMARLEM2494_24                      chromosome    -          672694     672765     672694     672765    
LspMARLEM2494_LMARLEM2494_24_43                              LspMARLEM2494                       LMARLEM2494_24                      chromosome    +          614769     614842     614769     614843    
LspMARLEM2494_LMARLEM2494_24_44                              LspMARLEM2494                       LMARLEM2494_24                      chromosome    -          614604     614685     614601     614685    
LspMARLEM2494_LMARLEM2494_24_45                              LspMARLEM2494                       LMARLEM2494_24                      chromosome    +          614406     614477     614405     614479    
LspMARLEM2494_LMARLEM2494_24_46                              LspMARLEM2494                       LMARLEM2494_24                      chromosome    +          202388     202459     202388     202459    
LspMARLEM2494_LMARLEM2494_23_47                              LspMARLEM2494                       LMARLEM2494_23                      chromosome    +          226720     226791     226720     226792    
LspMARLEM2494_LMARLEM2494_23_48                              LspMARLEM2494                       LMARLEM2494_23                      chromosome    -          226573     226644     226572     226644    
LspMARLEM2494_LMARLEM2494_23_49                              LspMARLEM2494                       LMARLEM2494_23                      chromosome    +          226441     226513     226441     226514    
LspMARLEM2494_LMARLEM2494_23_50                              LspMARLEM2494                       LMARLEM2494_23                      chromosome    +          226020     226091     226019     226092    
LspMARLEM2494_LMARLEM2494_23_51                              LspMARLEM2494                       LMARLEM2494_23                      chromosome    -          225875     225946     225875     225946    
LspMARLEM2494_LMARLEM2494_23_52                              LspMARLEM2494                       LMARLEM2494_23                      chromosome    -          225708     225790     225706     225790    
LspMARLEM2494_LMARLEM2494_23_53                              LspMARLEM2494                       LMARLEM2494_23                      chromosome    -          225385     225456     225384     225456    
LspMARLEM2494_LMARLEM2494_23_54                              LspMARLEM2494                       LMARLEM2494_23                      chromosome    -          225071     225142     225071     225142    
LspMARLEM2494_LMARLEM2494_23_55                              LspMARLEM2494                       LMARLEM2494_23                      chromosome    -          224937     225009     224937     225009    
LspMARLEM2494_LMARLEM2494_23_56                              LspMARLEM2494                       LMARLEM2494_23                      chromosome    +          224820     224893     224820     224895    
LspMARLEM2494_LMARLEM2494_21_57                              LspMARLEM2494                       LMARLEM2494_21                      chromosome    +          411938     412010     411938     412011    
LspMARLEM2494_LMARLEM2494_21_58                              LspMARLEM2494                       LMARLEM2494_21                      chromosome    +          411804     411877     411804     411878    
LspMARLEM2494_LMARLEM2494_21_59                              LspMARLEM2494                       LMARLEM2494_21                      chromosome    +          411598     411669     411598     411670    
LspMARLEM2494_LMARLEM2494_21_60                              LspMARLEM2494                       LMARLEM2494_21                      chromosome    -          149095     149175     149092     149176    
LspMARLEM2494_LMARLEM2494_17_61                              LspMARLEM2494                       LMARLEM2494_17                      chromosome    +          294568     294640     294568     294641    
LspMARLEM2494_LMARLEM2494_17_62                              LspMARLEM2494                       LMARLEM2494_17                      chromosome    +          294430     294510     294430     294512    
LspMARLEM2494_LMARLEM2494_17_63                              LspMARLEM2494                       LMARLEM2494_17                      chromosome    -          294279     294350     294278     294350    
LspMARLEM2494_LMARLEM2494_16_64                              LspMARLEM2494                       LMARLEM2494_16                      chromosome    -          404200     404271     404199     404272    
